Date,Product,Category,Price,Units,Total,Discount,Region,Sales_Rep,Payment_Method,Customer_Segment
2023-03-19,Office Chair,Furniture,424.33,1,424.33,0.0,West,Jennifer Martinez,PayPal,Government
2023-03-19,Filing Cabinet,Furniture,294.69,2,571.7,0.03,North,Emma Davis,Bank Transfer,Corporate
2023-03-19,Keyboard,Accessories,87.19,2,174.38,0.0,South,Michael Johnson,PayPal,Corporate
2023-03-19,Tablet,Electronics,624.15,1,561.74,0.1,North,John Smith,Bank Transfer,Corporate
2023-03-19,Paper Clips,Office Supplies,29.55,3,88.65,0.0,West,Robert Taylor,Debit Card,Government
2023-03-19,Mouse,Accessories,80.16,2,155.51,0.03,East,,PayPal,Individual
2023-03-19,Lamp,Furniture,578.55,5,2777.04,0.04,East,Lisa Anderson,Credit Card,Individual
2023-03-19,Lamp,Furniture,230.28,2,460.56,0.0,West,Jennifer Martinez,Credit Card,Government
2023-03-20,Paper Clips,Office Supplies,11.04,5,49.68,0.1,West,Robert Taylor,Bank Transfer,Individual
2023-03-20,Paper Clips,Office Supplies,47.7,4,164.09,0.14,West,Robert Taylor,PayPal,Individual
2023-03-20,Monitor Stand,Accessories,151.88,3,455.64,0.0,East,David Brown,Debit Card,Government
2023-03-20,Headphones,Electronics,1630.18,2,3260.36,0.0,East,Lisa Anderson,Credit Card,Corporate
2023-03-20,Laptop Bag,Accessories,112.37,5,561.85,0.0,West,Jennifer Martinez,Debit Card,Corporate
2023-03-20,Laptop Bag,Accessories,60.95,3,160.91,0.12,South,Sarah Wilson,Credit Card,Government
2023-03-21,Keyboard,Accessories,37.0,2,69.56,0.06,East,David Brown,PayPal,Individual
2023-03-21,Laptop Bag,Accessories,98.0,5,450.8,0.08,East,Lisa Anderson,PayPal,Corporate
2023-03-21,Smartphone,Electronics,1751.08,2,3502.16,0.0,South,Sarah Wilson,PayPal,Small Business
2023-03-21,Smartphone,Electronics,1782.15,2,3564.3,0.0,South,Sarah Wilson,Bank Transfer,Individual
2023-03-21,Pen Set,Office Supplies,13.36,4,53.44,0.0,North,John Smith,PayPal,Government
2023-03-21,Filing Cabinet,Furniture,482.97,4,1931.88,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-03-21,Desk Organizer,Office Supplies,10.07,5,50.35,0.0,East,David Brown,Bank Transfer,Government
2023-03-21,Office Chair,Furniture,516.79,5,2583.95,0.0,North,Emma Davis,Bank Transfer,Government
2023-03-22,Tablet,Electronics,1937.69,5,9688.45,0.0,North,Emma Davis,Debit Card,Government
2023-03-22,Smartphone,Electronics,1631.65,4,6135.0,0.06,North,John Smith,Debit Card,Government
2023-03-22,Filing Cabinet,Furniture,558.62,3,1558.55,0.07,North,John Smith,PayPal,Corporate
2023-03-22,Paper Clips,Office Supplies,44.91,5,224.55,0.0,North,Emma Davis,Bank Transfer,Small Business
2023-03-22,Laptop,Electronics,742.51,1,742.51,0.0,East,David Brown,PayPal,Corporate
2023-03-22,Mouse,Accessories,113.29,3,339.87,0.0,East,David Brown,Bank Transfer,Individual
2023-03-22,Pen Set,Office Supplies,21.56,2,43.12,0.0,North,Emma Davis,Debit Card,Small Business
2023-03-22,Stapler,Office Supplies,22.58,1,22.58,0.0,East,Lisa Anderson,Debit Card,Government
2023-03-22,Mouse,Accessories,120.9,1,120.9,0.0,South,Michael Johnson,PayPal,Individual
2023-03-22,Paper Clips,Office Supplies,36.4,5,182.0,0.0,South,Sarah Wilson,PayPal,Small Business
2023-03-22,Filing Cabinet,Furniture,511.42,5,2557.1,0.0,East,David Brown,Bank Transfer,Government
2023-03-22,Stapler,Office Supplies,34.89,1,34.89,0.0,North,John Smith,Credit Card,Government
2023-03-22,USB Drive,Accessories,89.77,2,156.2,0.13,South,Michael Johnson,Bank Transfer,Government
2023-03-22,Desk Organizer,Office Supplies,25.46,2,50.92,0.0,East,Lisa Anderson,Credit Card,Corporate
2023-03-23,Desk,Furniture,586.38,2,1172.76,0.0,East,David Brown,Debit Card,Small Business
2023-03-23,Laptop Bag,Accessories,62.36,3,187.08,0.0,South,Sarah Wilson,Bank Transfer,Government
2023-03-23,Smartphone,Electronics,1727.09,4,6908.36,0.0,East,David Brown,PayPal,Individual
2023-03-23,Monitor Stand,Accessories,99.38,1,94.41,0.05,East,Lisa Anderson,Debit Card,Individual
2023-03-23,Desk,Furniture,396.75,4,1587.0,0.0,West,Jennifer Martinez,PayPal,Individual
2023-03-23,USB Drive,Accessories,104.53,2,183.97,0.12,South,Michael Johnson,PayPal,Small Business
2023-03-23,Smartwatch,Electronics,818.21,3,2454.63,0.0,North,Emma Davis,Debit Card,Government
2023-03-23,Monitor Stand,Accessories,82.43,4,329.72,0.0,East,David Brown,Bank Transfer,Government
2023-03-23,Office Chair,Furniture,189.79,2,379.58,0.0,South,,PayPal,Corporate
2023-03-24,Laptop Bag,Accessories,58.56,3,158.11,0.1,North,Emma Davis,Debit Card,Corporate
2023-03-24,Smartphone,Electronics,411.72,2,823.44,0.0,West,Jennifer Martinez,Debit Card,Corporate
2023-03-24,Smartphone,Electronics,1133.33,4,4533.32,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-03-24,Laptop Bag,Accessories,39.07,4,150.03,0.04,West,Robert Taylor,PayPal,Individual
2023-03-24,Tablet,Electronics,659.47,5,3297.35,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-03-24,USB Drive,Accessories,145.34,5,726.7,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-03-24,Stapler,Office Supplies,15.0,4,60.0,0.0,South,,Bank Transfer,Small Business
2023-03-24,Pen Set,Office Supplies,30.17,1,30.17,0.0,North,John Smith,Bank Transfer,Corporate
2023-03-24,Lamp,Furniture,414.97,4,1659.88,0.0,West,Jennifer Martinez,Debit Card,Individual
2023-03-24,Laptop,Electronics,584.6,4,2338.4,0.0,East,David Brown,Debit Card,Government
2023-03-24,Tablet,Electronics,1508.71,5,7543.55,0.0,South,Michael Johnson,Debit Card,Corporate
2023-03-24,Keyboard,Accessories,135.94,5,672.9,0.01,East,Lisa Anderson,Bank Transfer,Small Business
2023-03-24,Desk Organizer,Office Supplies,9.89,4,39.56,0.0,South,Michael Johnson,Debit Card,Individual
2023-03-24,Desk,Furniture,178.78,3,509.52,0.05,West,Robert Taylor,Credit Card,Government
2023-03-25,Headphones,Electronics,1638.34,5,8191.7,0.0,North,John Smith,Credit Card,Small Business
2023-03-25,Lamp,Furniture,598.84,3,1670.76,0.07,West,Robert Taylor,PayPal,Corporate
2023-03-25,Pen Set,Office Supplies,36.71,2,73.42,0.0,East,David Brown,PayPal,Individual
2023-03-25,Stapler,Office Supplies,38.8,5,194.0,0.0,East,Lisa Anderson,PayPal,Small Business
2023-03-25,Keyboard,Accessories,66.22,5,327.79,0.01,South,Michael Johnson,Bank Transfer,Individual
2023-03-25,Filing Cabinet,Furniture,246.9,3,740.7,0.0,East,Lisa Anderson,PayPal,Individual
2023-03-25,Notebook,Office Supplies,22.6,3,67.8,0.0,East,David Brown,Credit Card,Individual
2023-03-25,Paper Clips,Office Supplies,34.63,5,173.15,0.0,North,John Smith,Debit Card,Corporate
2023-03-26,Keyboard,Accessories,140.47,5,702.35,0.0,South,Michael Johnson,Credit Card,Government
2023-03-26,Lamp,Furniture,418.04,5,1860.28,0.11,West,Robert Taylor,Debit Card,Government
2023-03-26,Headphones,Electronics,450.53,5,2252.65,0.0,South,Sarah Wilson,Debit Card,Government
2023-03-26,Filing Cabinet,Furniture,104.32,5,521.6,0.0,West,Jennifer Martinez,Debit Card,Individual
2023-03-26,Smartwatch,Electronics,1351.7,2,2378.99,0.12,South,Michael Johnson,PayPal,Corporate
2023-03-26,Tablet,Electronics,1849.06,3,5547.18,0.0,South,Michael Johnson,PayPal,Corporate
2023-03-26,Pen Set,Office Supplies,14.81,5,74.05,0.0,North,Emma Davis,Credit Card,Corporate
2023-03-26,Keyboard,Accessories,113.83,1,113.83,0.0,West,Robert Taylor,Debit Card,Government
2023-03-26,Stapler,Office Supplies,44.88,5,224.4,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-03-26,Lamp,Furniture,174.52,4,663.18,0.05,South,Sarah Wilson,PayPal,Individual
2023-03-26,Notebook,Office Supplies,40.94,1,40.94,0.0,South,Michael Johnson,PayPal,Government
2023-03-26,Paper Clips,Office Supplies,29.57,5,147.85,0.0,West,Jennifer Martinez,Bank Transfer,Government
2023-03-27,Tablet,Electronics,935.81,5,4679.05,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-03-27,Stapler,Office Supplies,18.91,2,37.82,0.0,North,John Smith,Credit Card,Small Business
2023-03-27,Filing Cabinet,Furniture,405.01,4,1620.04,0.0,East,David Brown,Credit Card,Small Business
2023-03-27,Filing Cabinet,Furniture,118.15,5,590.75,0.0,West,Jennifer Martinez,PayPal,Corporate
2023-03-27,Mouse,Accessories,40.16,3,120.48,0.0,East,David Brown,PayPal,Government
2023-03-27,Mouse,Accessories,79.13,2,158.26,0.0,North,John Smith,Debit Card,Corporate
2023-03-27,Headphones,Electronics,1206.06,2,2050.3,0.15,East,Lisa Anderson,Debit Card,Individual
2023-03-28,Stapler,Office Supplies,41.63,5,208.15,0.0,South,Sarah Wilson,Bank Transfer,Individual
2023-03-28,Smartwatch,Electronics,815.69,4,3262.76,0.0,North,,PayPal,Small Business
2023-03-28,Filing Cabinet,Furniture,161.69,3,485.07,0.0,South,Sarah Wilson,PayPal,Small Business
2023-03-28,Laptop Bag,Accessories,22.65,1,22.65,0.0,West,Robert Taylor,Credit Card,Small Business
2023-03-28,Paper Clips,Office Supplies,30.66,4,122.64,0.0,North,Emma Davis,Bank Transfer,Individual
2023-03-28,Lamp,Furniture,356.7,3,1070.1,0.0,North,Emma Davis,Credit Card,Corporate
2023-03-28,Keyboard,Accessories,80.93,5,404.65,0.0,East,David Brown,PayPal,Small Business
2023-03-28,Laptop Bag,Accessories,124.73,4,493.93,0.01,North,John Smith,Credit Card,Government
2023-03-28,Desk Organizer,Office Supplies,12.19,3,35.47,0.03,East,,Bank Transfer,Corporate
2023-03-28,Desk Organizer,Office Supplies,26.63,1,26.63,0.0,West,Jennifer Martinez,Debit Card,Individual
2023-03-28,Office Chair,Furniture,115.74,4,462.96,0.0,West,Jennifer Martinez,Debit Card,Individual
2023-03-28,Keyboard,Accessories,55.21,3,142.44,0.14,North,Emma Davis,Debit Card,Government
2023-03-28,Keyboard,Accessories,43.52,3,130.56,0.0,West,Robert Taylor,PayPal,Individual
2023-03-28,Headphones,Electronics,1744.62,5,8723.1,0.0,North,Emma Davis,PayPal,Small Business
2023-03-29,Desk Organizer,Office Supplies,44.64,2,76.78,0.14,North,John Smith,Credit Card,Small Business
2023-03-29,Desk Organizer,Office Supplies,46.03,4,184.12,0.0,West,Robert Taylor,Debit Card,Individual
2023-03-29,USB Drive,Accessories,104.29,4,400.47,0.04,West,Robert Taylor,Bank Transfer,Small Business
2023-03-29,Tablet,Electronics,1319.48,1,1319.48,0.0,North,Emma Davis,,Individual
2023-03-29,Tablet,Electronics,484.25,1,484.25,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-03-29,Filing Cabinet,Furniture,110.2,5,506.92,0.08,East,David Brown,Credit Card,Small Business
2023-03-29,Notebook,Office Supplies,29.55,3,88.65,0.0,West,Robert Taylor,PayPal,Government
2023-03-29,USB Drive,Accessories,18.81,3,56.43,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-03-29,Filing Cabinet,Furniture,521.42,3,1407.83,0.1,East,Lisa Anderson,Credit Card,Government
2023-03-29,Filing Cabinet,Furniture,253.81,5,1269.05,0.0,West,Jennifer Martinez,Bank Transfer,Small Business
2023-03-29,Laptop Bag,Accessories,111.69,3,321.67,0.04,North,John Smith,Credit Card,Government
2023-03-29,Pen Set,Office Supplies,6.8,2,13.6,0.0,North,Emma Davis,Credit Card,Corporate
2023-03-29,Laptop,Electronics,325.61,1,325.61,0.0,South,Sarah Wilson,Debit Card,Individual
2023-03-30,Lamp,Furniture,209.88,2,407.17,0.03,South,Sarah Wilson,Debit Card,Government
2023-03-30,Lamp,Furniture,163.26,1,163.26,0.0,West,Robert Taylor,Credit Card,Government
2023-03-30,Bookshelf,Furniture,361.69,4,1446.76,0.0,West,Robert Taylor,Credit Card,Corporate
2023-03-30,Notebook,Office Supplies,46.36,5,231.8,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-03-30,Smartphone,Electronics,1326.89,3,3980.67,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-03-30,Filing Cabinet,Furniture,438.4,3,1288.9,0.02,East,David Brown,Credit Card,Corporate
2023-03-30,Desk,Furniture,370.31,2,740.62,0.0,South,Sarah Wilson,PayPal,Government
2023-03-30,Bookshelf,Furniture,604.17,5,3020.85,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-03-30,Monitor Stand,Accessories,88.72,4,315.84,0.11,North,John Smith,Debit Card,Individual
2023-03-31,Smartphone,Electronics,767.38,1,767.38,0.0,South,Sarah Wilson,Credit Card,Corporate
2023-03-31,Pen Set,Office Supplies,7.81,5,39.05,0.0,West,Jennifer Martinez,Bank Transfer,Small Business
2023-03-31,Monitor Stand,Accessories,113.56,2,227.12,0.0,North,John Smith,Bank Transfer,Individual
2023-03-31,Mouse,Accessories,139.04,5,660.44,0.05,West,Jennifer Martinez,Bank Transfer,Individual
2023-03-31,Stapler,Office Supplies,46.91,2,93.82,0.0,South,Michael Johnson,PayPal,Government
2023-03-31,Filing Cabinet,Furniture,288.66,5,1443.3,0.0,East,Lisa Anderson,Bank Transfer,Small Business
2023-03-31,Paper Clips,Office Supplies,33.17,4,115.43,0.13,South,Michael Johnson,Debit Card,Government
2023-03-31,Smartwatch,Electronics,782.64,2,1565.28,0.0,East,David Brown,PayPal,Individual
2023-03-31,USB Drive,Accessories,68.68,5,315.93,0.08,North,Emma Davis,Credit Card,Small Business
2023-03-31,USB Drive,Accessories,79.61,2,159.22,0.0,East,Lisa Anderson,Bank Transfer,Corporate
2023-03-31,USB Drive,Accessories,88.12,2,176.24,0.0,North,John Smith,Bank Transfer,Corporate
2023-03-31,Paper Clips,Office Supplies,37.65,5,188.25,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-03-31,Laptop Bag,Accessories,94.1,1,94.1,0.0,West,Robert Taylor,Debit Card,Individual
2023-04-01,Bookshelf,Furniture,163.84,5,819.2,0.0,East,Lisa Anderson,Debit Card,Government
2023-04-01,USB Drive,Accessories,99.12,1,99.12,0.0,North,Emma Davis,Bank Transfer,Small Business
2023-04-01,Paper Clips,Office Supplies,20.28,3,60.84,0.0,East,Lisa Anderson,Debit Card,Individual
2023-04-01,Paper Clips,Office Supplies,13.09,2,22.51,0.14,West,Robert Taylor,Debit Card,Government
2023-04-01,Desk Organizer,Office Supplies,27.84,3,74.33,0.11,West,Jennifer Martinez,Bank Transfer,Government
2023-04-01,Pen Set,Office Supplies,12.02,5,60.1,0.0,East,David Brown,PayPal,Individual
2023-04-01,Lamp,Furniture,171.39,2,342.78,0.0,South,Michael Johnson,PayPal,Government
2023-04-01,Keyboard,Accessories,120.63,1,120.63,0.0,North,John Smith,,Corporate
2023-04-01,Laptop,Electronics,648.28,2,1140.97,0.12,North,John Smith,Bank Transfer,Corporate
2023-04-01,Lamp,Furniture,538.12,5,2690.6,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-04-01,Laptop Bag,Accessories,142.65,3,427.95,0.0,South,Sarah Wilson,Credit Card,Corporate
2023-04-01,Office Chair,Furniture,140.98,1,132.52,0.06,South,Sarah Wilson,PayPal,Corporate
2023-04-01,Laptop Bag,Accessories,90.86,5,454.3,0.0,West,Jennifer Martinez,Debit Card,Individual
2023-04-02,Laptop,Electronics,1079.19,1,1079.19,0.0,South,Sarah Wilson,Debit Card,Individual
2023-04-02,Office Chair,Furniture,208.86,1,208.86,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-04-02,Laptop,Electronics,481.36,3,1256.35,0.13,East,David Brown,Credit Card,Government
2023-04-02,Notebook,Office Supplies,29.84,5,149.2,0.0,South,Michael Johnson,Debit Card,Individual
2023-04-02,Office Chair,Furniture,416.78,2,833.56,0.0,North,John Smith,,Individual
2023-04-02,USB Drive,Accessories,66.66,5,333.3,0.0,South,Michael Johnson,Debit Card,Small Business
2023-04-02,Tablet,Electronics,1141.65,3,3082.46,0.1,North,Emma Davis,Credit Card,Corporate
2023-04-02,Stapler,Office Supplies,36.2,4,144.8,0.0,West,Robert Taylor,Debit Card,Corporate
2023-04-02,Headphones,Electronics,1223.09,2,2446.18,0.0,East,Lisa Anderson,PayPal,Government
2023-04-03,Stapler,Office Supplies,9.76,1,8.39,0.14,West,Jennifer Martinez,PayPal,Small Business
2023-04-03,Notebook,Office Supplies,21.08,1,21.08,0.0,West,Robert Taylor,Bank Transfer,Individual
2023-04-03,Desk,Furniture,259.76,5,1194.9,0.08,South,Michael Johnson,,Government
2023-04-03,USB Drive,Accessories,18.05,4,68.59,0.05,North,Emma Davis,Debit Card,Corporate
2023-04-03,Keyboard,Accessories,112.03,3,336.09,0.0,North,John Smith,Debit Card,Small Business
2023-04-04,Notebook,Office Supplies,27.2,1,23.66,0.13,West,Jennifer Martinez,Debit Card,Small Business
2023-04-04,Tablet,Electronics,350.69,4,1402.76,0.0,East,Lisa Anderson,Bank Transfer,Small Business
2023-04-04,Lamp,Furniture,272.28,1,272.28,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-04-04,Mouse,Accessories,98.77,2,179.76,0.09,West,Jennifer Martinez,PayPal,Government
2023-04-04,Laptop Bag,Accessories,20.79,5,103.95,0.0,North,Emma Davis,Bank Transfer,Government
2023-04-04,USB Drive,Accessories,34.76,5,151.21,0.13,North,John Smith,Debit Card,Individual
2023-04-04,Stapler,Office Supplies,33.36,1,33.36,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-04-04,Desk,Furniture,486.41,3,1459.23,0.0,South,Sarah Wilson,PayPal,Small Business
2023-04-04,Monitor Stand,Accessories,40.17,1,40.17,0.0,North,John Smith,Credit Card,Individual
2023-04-04,Lamp,Furniture,500.11,3,1500.33,0.0,North,Emma Davis,Debit Card,Individual
2023-04-05,USB Drive,Accessories,132.87,1,132.87,0.0,South,Sarah Wilson,Debit Card,Government
2023-04-05,Keyboard,Accessories,128.99,5,619.15,0.04,East,David Brown,PayPal,Small Business
2023-04-05,Smartwatch,Electronics,851.39,1,851.39,0.0,East,Lisa Anderson,PayPal,Government
2023-04-05,Smartwatch,Electronics,1123.46,5,4887.05,0.13,North,John Smith,Bank Transfer,Corporate
2023-04-05,Paper Clips,Office Supplies,49.76,3,149.28,0.0,West,Robert Taylor,Bank Transfer,Individual
2023-04-06,Smartphone,Electronics,978.21,5,4255.21,0.13,South,Sarah Wilson,PayPal,Small Business
2023-04-06,Monitor Stand,Accessories,123.59,5,617.95,0.0,South,Michael Johnson,Bank Transfer,Government
2023-04-06,Laptop Bag,Accessories,61.4,4,245.6,0.0,North,John Smith,Debit Card,Small Business
2023-04-06,Laptop,Electronics,1442.42,2,2625.2,0.09,West,Robert Taylor,PayPal,Small Business
2023-04-06,Desk,Furniture,144.31,3,432.93,0.0,West,Jennifer Martinez,Credit Card,Small Business
2023-04-06,Tablet,Electronics,795.27,5,3578.72,0.1,West,Robert Taylor,PayPal,Government
2023-04-07,Stapler,Office Supplies,14.95,5,74.75,0.0,North,John Smith,PayPal,Individual
2023-04-07,Headphones,Electronics,394.26,4,1577.04,0.0,West,Robert Taylor,PayPal,Corporate
2023-04-07,Filing Cabinet,Furniture,118.28,4,473.12,0.0,North,John Smith,Bank Transfer,Small Business
2023-04-07,Smartwatch,Electronics,1031.66,2,2063.32,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-04-07,Paper Clips,Office Supplies,10.58,1,10.58,0.0,East,David Brown,Credit Card,Government
2023-04-07,Stapler,Office Supplies,28.77,2,55.81,0.03,East,David Brown,Credit Card,Government
2023-04-07,Smartphone,Electronics,1173.24,2,2346.48,0.0,South,Michael Johnson,Debit Card,Corporate
2023-04-07,Keyboard,Accessories,122.64,1,122.64,0.0,East,David Brown,Credit Card,Government
2023-04-08,Tablet,Electronics,1425.1,5,7125.5,0.0,East,David Brown,Debit Card,Individual
2023-04-08,Smartwatch,Electronics,1365.56,4,4970.64,0.09,West,Robert Taylor,Credit Card,Individual
2023-04-08,Laptop Bag,Accessories,120.21,1,120.21,0.0,East,David Brown,Bank Transfer,Individual
2023-04-08,Desk,Furniture,222.36,4,889.44,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-04-08,Smartwatch,Electronics,1174.12,1,998.0,0.15,South,Sarah Wilson,Bank Transfer,Government
2023-04-08,Stapler,Office Supplies,19.5,5,97.5,0.0,West,Jennifer Martinez,Debit Card,Small Business
2023-04-08,Stapler,Office Supplies,45.66,3,130.13,0.05,West,Robert Taylor,Credit Card,Corporate
2023-04-08,Pen Set,Office Supplies,30.41,5,152.05,0.0,North,John Smith,Bank Transfer,Corporate
2023-04-08,Pen Set,Office Supplies,18.41,4,73.64,0.0,West,Jennifer Martinez,Bank Transfer,Individual
2023-04-08,Stapler,Office Supplies,31.92,5,159.6,0.0,East,Lisa Anderson,Credit Card,Small Business
2023-04-09,Bookshelf,Furniture,427.35,1,427.35,0.0,North,John Smith,Debit Card,Individual
2023-04-09,Smartwatch,Electronics,1563.68,2,3033.54,0.03,North,John Smith,Bank Transfer,Corporate
2023-04-09,Desk,Furniture,561.5,5,2807.5,0.0,North,Emma Davis,Debit Card,Small Business
2023-04-09,Smartphone,Electronics,646.3,1,646.3,0.0,West,Jennifer Martinez,Bank Transfer,Small Business
2023-04-09,Stapler,Office Supplies,33.39,1,33.39,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-04-09,Office Chair,Furniture,420.48,1,420.48,0.0,West,Robert Taylor,Bank Transfer,Government
2023-04-09,Mouse,Accessories,119.12,4,476.48,0.0,North,Emma Davis,Debit Card,Corporate
2023-04-10,Mouse,Accessories,61.43,5,307.15,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-04-10,Desk,Furniture,206.28,1,206.28,0.0,East,Lisa Anderson,PayPal,Individual
2023-04-10,Notebook,Office Supplies,44.4,4,174.05,0.02,South,Michael Johnson,Bank Transfer,Government
2023-04-10,Headphones,Electronics,1868.78,3,4877.52,0.13,South,Sarah Wilson,PayPal,Individual
2023-04-10,Pen Set,Office Supplies,29.98,1,29.98,0.0,South,Michael Johnson,Bank Transfer,Small Business
2023-04-10,Paper Clips,Office Supplies,33.59,1,33.59,0.0,South,Sarah Wilson,PayPal,Government
2023-04-10,Desk,Furniture,128.68,5,643.4,0.0,South,Sarah Wilson,Credit Card,Small Business
2023-04-10,Smartwatch,Electronics,634.53,3,1903.59,0.0,North,John Smith,Debit Card,Government
2023-04-10,Monitor Stand,Accessories,100.37,3,301.11,0.0,East,David Brown,PayPal,Individual
2023-04-10,Stapler,Office Supplies,6.91,5,34.55,0.0,West,Robert Taylor,PayPal,Individual
2023-04-10,Bookshelf,Furniture,316.73,5,1583.65,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-04-10,Filing Cabinet,Furniture,508.01,4,2032.04,0.0,East,David Brown,Debit Card,Corporate
2023-04-11,Laptop Bag,Accessories,48.3,5,241.5,0.0,East,David Brown,Credit Card,Small Business
2023-04-11,Notebook,Office Supplies,13.77,4,50.12,0.09,East,David Brown,PayPal,Small Business
2023-04-11,Paper Clips,Office Supplies,41.08,2,82.16,0.0,West,Robert Taylor,Credit Card,Corporate
2023-04-11,Monitor Stand,Accessories,105.19,2,210.38,0.0,South,Michael Johnson,PayPal,Corporate
2023-04-11,Laptop Bag,Accessories,115.41,2,219.28,0.05,South,Michael Johnson,PayPal,Corporate
2023-04-11,Office Chair,Furniture,443.04,1,443.04,0.0,South,Sarah Wilson,Credit Card,Corporate
2023-04-11,Monitor Stand,Accessories,67.03,2,134.06,0.0,West,,Debit Card,Corporate
2023-04-11,Headphones,Electronics,655.26,2,1244.99,0.05,East,Lisa Anderson,PayPal,Corporate
2023-04-11,Bookshelf,Furniture,500.09,1,500.09,0.0,North,John Smith,Debit Card,Small Business
2023-04-11,Desk Organizer,Office Supplies,26.17,5,130.85,0.0,East,Lisa Anderson,PayPal,Corporate
2023-04-11,Headphones,Electronics,1863.06,1,1788.54,0.04,West,Robert Taylor,Debit Card,Corporate
2023-04-11,Tablet,Electronics,1315.3,3,3945.9,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-04-11,Laptop,Electronics,1059.81,5,5140.08,0.03,West,Robert Taylor,PayPal,Corporate
2023-04-12,Lamp,Furniture,487.75,3,1302.29,0.11,West,Robert Taylor,Debit Card,Corporate
2023-04-12,Paper Clips,Office Supplies,27.21,1,27.21,0.0,West,Robert Taylor,PayPal,Corporate
2023-04-12,Laptop,Electronics,1714.06,2,3428.12,0.0,North,John Smith,Credit Card,Individual
2023-04-12,Pen Set,Office Supplies,19.03,2,38.06,0.0,East,Lisa Anderson,PayPal,Government
2023-04-12,Desk Organizer,Office Supplies,36.0,3,100.44,0.07,East,David Brown,Bank Transfer,Corporate
2023-04-12,Monitor Stand,Accessories,41.46,4,140.96,0.15,East,David Brown,PayPal,Corporate
2023-04-12,USB Drive,Accessories,33.58,3,90.67,0.1,North,Emma Davis,Bank Transfer,Government
2023-04-12,Tablet,Electronics,1480.8,4,5923.2,0.0,West,Robert Taylor,Bank Transfer,Small Business
2023-04-12,Monitor Stand,Accessories,55.52,1,55.52,0.0,South,Michael Johnson,Credit Card,Corporate
2023-04-12,Laptop,Electronics,1625.68,3,4877.04,0.0,East,Lisa Anderson,PayPal,Corporate
2023-04-12,Laptop,Electronics,1224.91,4,4752.65,0.03,West,Jennifer Martinez,Credit Card,Government
2023-04-12,Office Chair,Furniture,262.41,4,1049.64,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-04-12,Tablet,Electronics,1625.36,3,4876.08,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-04-12,Paper Clips,Office Supplies,45.54,4,182.16,0.0,West,Robert Taylor,Debit Card,Government
2023-04-12,Monitor Stand,Accessories,144.0,3,432.0,0.0,West,Robert Taylor,PayPal,Corporate
2023-04-13,Lamp,Furniture,540.84,3,1622.52,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-04-13,USB Drive,Accessories,142.39,2,284.78,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-04-13,Filing Cabinet,Furniture,515.71,4,2062.84,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-04-13,Bookshelf,Furniture,169.98,4,679.92,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-04-13,Filing Cabinet,Furniture,378.97,3,1136.91,0.0,West,Robert Taylor,Credit Card,Government
2023-04-13,Keyboard,Accessories,35.7,4,142.8,0.0,North,Emma Davis,Debit Card,Government
2023-04-13,Lamp,Furniture,401.43,1,401.43,0.0,South,Michael Johnson,Credit Card,Corporate
2023-04-13,USB Drive,Accessories,39.61,1,39.61,0.0,North,Emma Davis,Debit Card,Government
2023-04-13,Filing Cabinet,Furniture,388.53,4,1554.12,0.0,North,John Smith,Credit Card,Government
2023-04-13,Smartwatch,Electronics,1642.47,3,4385.39,0.11,South,Michael Johnson,Bank Transfer,Government
2023-04-13,Tablet,Electronics,714.53,3,2143.59,0.0,South,Michael Johnson,Debit Card,Small Business
2023-04-14,Desk Organizer,Office Supplies,24.31,3,72.93,0.0,North,Emma Davis,Credit Card,Individual
2023-04-14,Keyboard,Accessories,84.98,3,254.94,0.0,East,Lisa Anderson,Bank Transfer,Government
2023-04-14,Desk Organizer,Office Supplies,11.1,1,11.1,0.0,North,Emma Davis,Bank Transfer,Corporate
